"Practise","Cost"
"M83733",23940.32
"C88057",23928.77
"N81625",23928.57
"J83644",23919.68
"G82635",23905.95
"E86625",23893.37
"B85623",23878.23
"F82027",23870.88
"Y02710",23863.86
"C84675",23857.07
"H81622",23852.91
"P91619",23845.5
"F81176",23843.73
"H84014",23830.14
"Y02002",23824.59
"L85601",23800.36
"Y03597",23781.05
"N81618",23780.74
"P92643",23780.68
"Y02581",23766.89
"F83681",23762.74
"Y02477",23754.75
"Y02639",23750.45
"E84684",23730.22
"G83064",23728.05
"C84141",23713.7
"Y02442",23713.27
"H84637",23706.59
"F85699",23693.87
"M88635",23693.19
"M85694",23685.43
"J83629",23679.1
"M85098",23672.75
"P87660",23669.92
"C82623",23669.23
"Y00050",23657.19
"C86606",23644.37
"M92017",23640.29
"Y00212",23636.66
"F86085",23634.19
"B81685",23593.57
"L83637",23587.68
"A82621",23564.44
"F85628",23562.48
"Y02597",23557.09
"H84632",23556.52
"M92035",23532.75
"B85058",23516.84
"G83663",23511.33
"E84020",23504.28
"E85124",23495.51
"C84674",23489.71
"P87659",23486.91
"M85671",23486.42
"Y00026",23477.43
"H81129",23451.42
"Y02260",23446.33
"F85037",23444.8
"P88624",23437.18
"C85622",23422.17
"K82062",23379.32
"B82019",23359.43
"J81647",23331.77
"G81640",23326.13
"K82618",23314.07
"H84633",23313.6
"E85700",23304.45
"D81618",23301.92
"L81642",23284.65
"G82796",23276.53
"Y02596",23275.56
"G85711",23273.7
"Y03051",23263.5
"B81663",23260.82
"H83051",23242.37
"P92648",23231.05
"C87019",23228.4
"P89618",23221.81
"E85714",23215.93
"P81735",23214.84
"J82620",23210.58
"Y01108",23209.24
"N83614",23206.45
"J81628",23205.65
"Y02692",23203.02
"Y00737",23200.55
"L83642",23199.23
"F81696",23194.47
"M87036",23185.25
"E81635",23161.17
"N83016",23152.03
"E87751",23136.32
"Y02469",23132.27
"H83030",23130.4
"G83641",23129.05
"C86030",23121.37
"P81690",23115.67
"G85102",23114.3
"G84628",23106
"G85106",23104.39
"G82741",23100.13
"M86043",23097.16
"P81687",23082.44
"Y00683",23080.73
"E84056",23078.04
"Y02516",23068.29
"M92003",23062.78
"E83649",23058.74
"B81693",23039.83
"B87614",23036.66
"K81657",23031.49
"K82060",23022.47
"N83601",22994.96
"E83621",22992.55
"E86635",22985.36
"F84035",22962.69
"F81707",22959.85
"Y01792",22946.52
"Y02319",22926.22
"E86034",22911.97
"Y03124",22907.99
"M85689",22892.06
"G82062",22876.95
"M89608",22873.74
"J82024",22845.84
"C84613",22842.85
"C88626",22806.82
"C84082",22795.8
"G82806",22755
"E82613",22715.44
"E86609",22706.94
"P82629",22700.22
"E82626",22694.86
"M92014",22691.88
"F85059",22675.33
"M83619",22674.21
"P84639",22654.13
"M83113",22627.45
"C88622",22611.3
"M89606",22598.29
"E86030",22597.3
"C84621",22589.63
"C82626",22569.54
"P85602",22552.25
"F84733",22530.87
"E85658",22524.57
"J83643",22522.25
"Y02794",22517.19
"M82612",22504.65
"E82069",22500.32
"N84624",22440.55
"F86712",22434.23
"Y02755",22433.34
"E81631",22429.28
"H85078",22418.89
"E87741",22408.03
"B81655",22406.77
"P81724",22393.99
"C81648",22378.68
"A84614",22370.72
"C86623",22333.84
"E82655",22327.91
"N85634",22324.42
"N81651",22317.39
"M85655",22307.77
"H83626",22301.1
"F82686",22279.08
"F84631",22263.9
"M88647",22235.28
"Y00489",22229.12
"C87610",22221.79
"F84699",22200.11
"G82065",22178.26
"G82649",22175.45
"Y02529",22169.77
"G81627",22150.86
"H84049",22143.6
"A89617",22131.79
"M83670",22121.2
"Y00856",22118.55
"B81658",22117.09
"P84057",22095.81
"P81779",22093.58
"L83109",22085.96
"F81713",22084.04
"M87032",22076.73
"E82066",22073.16
"E82070",22043.27
"M88615",22003.24
"B84614",21988.16
"E83622",21985.74
"Y01310",21984.48
"M85701",21965.05
"H83635",21942
"F82661",21934.96
"F83030",21900.65
"G85682",21892.43
"B86655",21875.15
"H83002",21847.68
"J83623",21795.97
"H83052",21783.03
"Y00057",21779.72
"B81644",21734.91
"B82622",21725.17
"Y02531",21718.71
"M85153",21686.53
"F86626",21685.57
"E84678",21654.09
"D83619",21637.85
"E84624",21630.98
"Y02897",21568.86
"E87740",21554.4
"Y02720",21547
"P92637",21540.42
"H85665",21530.26
"F83663",21519.77
"M92036",21499.56
"N84043",21493.06
"F81197",21482.13
"Y02509",21474.8
"B82064",21457.31
"P84616",21439.63
"K84065",21418.86
"M87628",21416.48
"E81001",21394.78
"E85023",21394.74
"D81611",21389.78
"C83053",21382.69
"M85791",21370.89
"E82643",21364.63
"D83615",21344.93
"G82718",21332.08
"F84713",21314.89
"Y02962",21287.28
"K84617",21236.12
"C82655",21217.48
"E81636",21214.61
"G82706",21214.14
"Y03425",21195.06
"Y00025",21191.25
"F81635",21189.72
"G82600",21180.38
"P91630",21176.77
"M83691",21172.6
"J82633",21169.87
"Y00403",21141.41
"F84046",21141.15
"K81019",21140.9
"M92640",21139.96
"C82111",21134.19
"B83617",21118.09
"Y00418",21116.35
"F81623",21112.5
"M92610",21101.53
"L83121",21097.21
"L85611",21087.19
"B86090",21069.06
"Y02672",21064.64
"A89616",21063.32
"F82610",21062.49
"F81744",21042.45
"K81638",20994.52
"Y02503",20956.74
"F81644",20952.66
"L83613",20944.93
"M91602",20938.45
"L81663",20907.56
"F86675",20898.95
"N82651",20896.58
"B86669",20891.99
"Y00243",20881.87
"Y00079",20870.71
"E85708",20870.62
"P81726",20842.33
"E85110",20834.29
"C84636",20827.45
"G85736",20801.99
"F84708",20743.7
"G82812",20731.58
"P81763",20723.56
"C87621",20690.74
"H83609",20688.71
"L81637",20649.1
"Y00268",20641.85
"F83680",20641.73
"P85613",20641.49
"G84039",20638.58
"E85694",20627.66
"G82777",20602.89
"F85700",20589.19
"F82744",20584.43
"L83658",20581.3
"N82647",20573.95
"P87639",20556.88
"F83671",20553.88
"M85680",20553.56
"B86642",20543.45
"P81694",20539.42
"M81616",20489.52
"E87057",20463.63
"F81619",20453.42
"G85712",20448.7
"P82625",20415.48
"Y02850",20412.18
"M85801",20402.91
"C82641",20392.26
"K81089",20390.79
"C82634",20360.36
"J81631",20357.36
"B83656",20332.16
"E86605",20329.44
"G82737",20327.31
"G82210",20325.58
"F86708",20323.65
"F85046",20322.18
"M83661",20316.55
"E85625",20314.37
"Y02688",20293.05
"P87629",20257.11
"M85097",20216.74
"C82119",20216.19
"M85652",20196.12
"P87627",20178.48
"P81769",20167.23
"P91030",20163.1
"J83634",20154.77
"C87606",20150.32
"Y02611",20147.1
"M83144",20146.67
"A85609",20133.61
"F86040",20124.94
"F81737",20108.31
"M88600",20058.42
"Y00433",20030.53
"L81656",20024.83
"E87728",20015.93
"Y02464",20012.39
"Y02719",19978.5
"E85105",19978.16
"Y02501",19917.42
"G82667",19903.38
"E84646",19894.15
"G82697",19877.36
"P81750",19854.09
"M92643",19844.56
"P87668",19839.42
"M84624",19818.26
"B85062",19799.62
"B85625",19796.98
"Y02842",19793.29
"E87630",19792.53
"F83031",19773.18
"E85677",19769.81
"N83031",19741.59
"Y02472",19720.5
"N82659",19695.57
"Y00206",19681.01
"E84676",19676.57
"K82634",19672.94
"F84055",19671.34
"Y00561",19662.05
"P81700",19659.39
"M86612",19654.21
"P81686",19652.92
"E84064",19634.08
"G85010",19632.89
"F81688",19631.32
"F84711",19622.65
"C84647",19612.99
"B86103",19598.8
"J82612",19582.66
"B83069",19562.39
"E87677",19560.45
"Y00700",19558.72
"M88019",19547.56
"F84030",19543.77
"E85099",19531.67
"M83043",19509.66
"C82106",19467.9
"E84077",19455.35
"C83653",19454.25
"F83034",19424.39
"M87618",19410.09
"A84609",19403.83
"K83074",19365.46
"J83619",19333.78
"E85109",19311.78
"H83049",19302.58
"B82103",19300.41
"N83622",19287.53
"F86705",19284.74
"F84661",19235.54
"M83080",19200.02
"M82607",19195.53
"G83672",19190.57
"A88614",19188.11
"Y02847",19175.7
"F82614",19158.74
"C82065",19142.54
"G82762",19135.29
"G81661",19119.73
"M85721",19103.14
"Y02816",19090.45
"Y03414",19080.13
"E82603",19080.06
"C81104",19072.91
"F81674",19058.07
"M85757",19054.32
"Y02769",19017.91
"P84627",19015.91
"E85630",19002.5
"M84608",18983.91
"A85601",18959.26
"M91609",18948.87
"G83022",18918.42
"P81770",18902.96
"Y02866",18888.39
"P88618",18856.73
"E82652",18841.38
"Y02512",18839.71
"B85634",18827.76
"M86022",18804.83
"Y01163",18791.65
"Y01964",18791.6
"P81749",18748.21
"F85705",18726.7
"G82764",18723.94
"Y00758",18712.03
"Y03610",18676.47
"E83652",18676.1
"B86670",18628.19
"G84013",18622.99
"Y00507",18622.3
"Y01090",18602.45
"F82670",18599.36
"B81097",18572.47
"M85133",18566.03
"Y03409",18512.74
"G82769",18506.79
"Y02068",18485.02
"Y02854",18479.42
"F86679",18445.9
"M85693",18436.35
"H84618",18413.53
"M87625",18404.47
"E87048",18397.56
"E87727",18396.93
"Y01187",18372.63
"E85044",18361.29
"Y00189",18347.11
"J81612",18337.53
"E85649",18333.23
"D82620",18328.15
"F85681",18325.02
"L83633",18299.03
"H81613",18296.49
"Y02737",18279.41
"M85741",18235.77
"F83632",18213.38
"E83656",18189.67
"F83043",18185.34
"P88615",18151.35
"P88636",18146.14
"F84089",18120.01
"Y03419",18108.4
"C88059",18103.55
"L85602",18103.19
"E84029",18100.71
"M92637",18084.95
"Y00192",18084.56
"J81624",18064.68
"F84051",18062.82
"E82630",18011.33
"N85643",18010.84
"M85738",18000.77
"E84647",17983.23
"F85638",17979.36
"C84602",17962.25
"P81121",17952.87
"Y02574",17951.66
"M86630",17932.67
"M86631",17901.23
"Y02636",17900.24
"Y01640",17895.64
"E82624",17893.5
"H83048",17874.69
"B81690",17871.58
"F85680",17863.99
"A81070",17849.52
"A86007",17842.38
"Y02476",17832.81
"E84653",17828.56
"M85686",17827.43
"F84624",17821.04
"Y00449",17811.94
"Y02786",17804.31
"G85104",17770.58
"Y02495",17758.02
"E85111",17720.13
"Y01795",17705.08
"B83695",17692.53
"F81746",17668.9
"G82739",17658.7
"H84054",17620.39
"F85024",17610.23
"G85091",17604.36
"K84615",17588
"Y01660",17580.39
"G85618",17567.63
"P81677",17563.23
"M85786",17559.2
"C84706",17545.25
"E84667",17514.91
"M85171",17501.82
"E85732",17493.77
"P88620",17486.59
"F83005",17462.12
"E85071",17432.75
"B81665",17428.81
"Y02896",17397.71
"L81128",17382.9
"E83624",17382.7
"E81615",17312.79
"G84624",17310.62
"M85611",17302.99
"Y02881",17296.09
"M83714",17261.67
"P81721",17260
"Y00622",17253.8
"E84681",17243.32
"C85609",17241.05
"E85728",17233.94
"C82620",17228.02
"F82619",17207.92
"Y02586",17196.56
"C88638",17182.68
"F83635",17180.03
"J82658",17169.53
"Y02946",17168.77
"F84694",17150.16
"Y02884",17139.4
"Y00623",17137.45
"G82813",17113.68
"E87648",17067.09
"Y02670",17062.97
"K81081",17042.95
"K83607",17041.56
"F81693",17035.73
"M85770",17029.04
"E84049",17017.08
"N82648",17011.95
"Y02936",17001.77
"F84654",17000.36
"A83638",16976.84
"G82670",16963.64
"C82105",16960.3
"F81728",16947.45
"P84635",16924.24
"G81646",16921.37
"B81648",16920.74
"F84706",16904.6
"L83616",16882.74
"B83659",16881.92
"G82763",16875.21
"H85691",16874.91
"G82702",16851.91
"Y02890",16847.52
"F82657",16846.54
"Y02784",16846.12
"C86625",16828.1
"C85628",16734.2
"F84685",16723.37
"G81020",16717.28
"P91617",16703.39
"F85049",16682.86
"M85711",16670.5
"C82653",16648.17
"E84063",16634.54
"E85640",16622.41
"Y00413",16616.3
"P84679",16608.59
"F81717",16603.56
"E84704",16598.82
"Y00092",16598.57
"M85749",16592.85
"Y00228",16585.79
"E84696",16575.49
"Y02790",16567.29
"G82179",16549.82
"G82674",16548.89
"E87746",16537.09
"F83633",16536.54
"F84742",16505.52
"P87661",16496.72
"M85732",16485.86
"E85013",16476.73
"L82017",16456.14
"Y01897",16445.69
"K84078",16431.58
"F83013",16431.37
"M91660",16371.14
"B85044",16338.83
"F83044",16280.1
"F81218",16275.69
"A81623",16263.92
"F82629",16249.75
"G85099",16186.92
"L85620",16184.46
"J83630",16160.3
"Y01009",16148.75
"G85713",16142.11
"Y02585",16138.81
"M88637",16113.86
"Y00597",16102.33
"Y03110",16089.32
"Y00934",16080.81
"C81633",16063.04
"P81692",16045.88
"F83061",15995.32
"Y01643",15989.21
"B86623",15974.31
"Y02906",15921.47
"G84041",15911.59
"M87614",15900.98
"F85632",15895.34
"N82107",15879.17
"L81633",15871.47
"M85784",15837.41
"D82615",15837.32
"Y02991",15820.79
"E81618",15789.18
"E87705",15775.96
"B85656",15771.98
"Y03375",15759.25
"G82104",15754.86
"H81643",15718.05
"P81740",15703.98
"G81694",15701.16
"H84630",15693.72
"M85778",15664.94
"C87612",15647.37
"P88600",15628.05
"Y03454",15609.85
"E82644",15602.49
"P81647",15572.91
"E83654",15558.34
"H85086",15540.01
"E84705",15539.06
"H85075",15536.7
"B82619",15496.91
"C87617",15478.7
"Y02494",15467.32
"Y02886",15449.55
"M87632",15448.76
"H85618",15440.86
"F83630",15435.44
"H84041",15422.03
"C84650",15406.61
"Y01052",15392.04
"P81717",15391.14
"M85021",15384.85
"L81617",15381.17
"C88631",15380.01
"E85746",15379.55
"F85697",15372.79
"F85641",15354.9
"B81104",15321.16
"Y00912",15317.16
"M88629",15312.11
"E87711",15273.96
"Y02201",15272.93
"F84731",15243.3
"Y01280",15219.81
"M87619",15186.39
"Y00304",15176.88
"F82643",15139.77
"M91642",15130.77
"E87742",15124.25
"F83050",15103.7
"Y02421",15093.75
"F81648",15084.96
"H83623",15063
"E82656",15039.25
"Y00225",15037.89
"P81738",15020.81
"C88082",15004.59
"F85645",14986.73
"M85142",14985.25
"H85659",14984.89
"H85637",14962.26
"Y00183",14955.42
"Y01227",14933.43
"M83705",14904.22
"F86689",14891.71
"Y02379",14880.97
"K81072",14873.59
"E85740",14858.11
"E84701",14831.94
"M83706",14814.17
"E83657",14789.16
"K84608",14781.29
"F81676",14740.54
"Y02673",14731.04
"Y00978",14694.88
"Y00436",14676.36
"E87735",14674.32
"Y02725",14652.41
"C83628",14632.24
"E83658",14626.69
"E86615",14621.98
"H85108",14613.66
"E85617",14571.89
"Y02989",14568.95
"C82659",14553.05
"M83708",14517.78
"C84676",14512.14
"F82608",14455.88
"F84672",14450.55
"B86653",14446.09
"P83611",14415.64
"E85755",14402.36
"P84668",14371.56
"B81075",14361.6
"Y00287",14356.43
"E87663",14336.12
"N81646",14331.59
"E85018",14308.68
"Y02580",14230.51
"H83611",14177.37
"E87699",14159.44
"H83622",14127.53
"M81636",14109.85
"Y00332",14095.61
"Y02824",14086.23
"C82059",14076.61
"F81695",14076.3
"G82788",14061.55
"Y03168",14054.71
"P87632",14049.6
"F85634",14019.37
"M83695",14004.45
"E84706",13989.86
"Y00610",13984.87
"Y02084",13978.73
"F85022",13937.06
"F83672",13934.04
"Y02187",13880.88
"Y00328",13862.74
"Y01287",13847.23
"G83655",13807.83
"E85659",13784.11
"Y03512",13778.93
"K84605",13770.46
"B86638",13749.99
"E86619",13726.29
"Y02390",13702.27
"E85733",13677.5
"M91605",13672.85
"A82642",13667.83
"Y02192",13648.84
"E87722",13648.49
"Y01231",13614.41
"P81093",13572.62
"M83650",13557.4
"Y02676",13536.87
"Y02764",13412.44
"Y02615",13412
"F81742",13409.75
"K81622",13384.49
"Y03082",13374.08
"H84057",13353.45
"M86610",13352.32
"F84739",13319.49
"E87768",13294.56
"F81708",13277.68
"Y00480",13270.41
"M85094",13270.09
"Y00186",13267.14
"Y00945",13248.42
"E81633",13168.43
"Y02566",13145.22
"F85679",13132.63
"Y01126",13126.06
"F84673",13114.45
"E87050",13110.22
"C84104",13062.58
"J81623",13020.32
"Y03040",13003.38
"C82670",12996.76
"Y02204",12895.5
"Y00071",12871.29
"Y03574",12851.35
"Y02600",12846.17
"E84669",12802.06
"Y00658",12766.29
"Y02963",12764.37
"H84639",12733.33
"F81755",12730.62
"F82639",12714.53
"Y00390",12672.77
"Y00911",12668.27
"Y02384",12656.83
"E83659",12637.24
"Y03509",12624.96
"H81647",12608.16
"C87622",12601.03
"Y02776",12578.4
"F84042",12578.35
"F85656",12570.21
"F83677",12554.2
"A81609",12547.3
"Y02614",12516.5
"C84633",12512.62
"A89611",12484.44
"C81681",12482.3
"C82657",12462.24
"K81044",12446.08
"G82653",12443.54
"Y00988",12415.54
"F86704",12384.34
"E85623",12343.09
"F82641",12340.63
"Y03255",12267.39
"B81094",12257.07
"F84740",12180.62
"F85052",12165.85
"Y00395",12159.81
"C83656",12151.62
"F81732",12078.49
"E84637",12072.69
"Y02650",12066.06
"E87755",12058.99
"E85672",12025.01
"N81640",12015.16
"E84708",12012.29
"M84034",12010.97
"Y02365",12008.84
"H85056",12002.15
"K81640",11948.57
"Y03487",11942.23
"A84613",11886.43
"Y03112",11848.67
"M87606",11815.81
"P84662",11780.46
"Y01948",11767.77
"G83670",11743.98
"P87649",11696.79
"Y02090",11647.44
"Y02622",11591.88
"B83657",11564.02
"Y01220",11524.47
"G85007",11509.47
"G85703",11485.55
"Y02151",11453.6
"Y02959",11442.93
"Y02499",11422.72
"Y00514",11412.69
"Y02721",11399.02
"N85614",11397.04
"Y00454",11390.73
"Y03313",11389.55
"Y02903",11341.39
"E85705",11315.17
"Y02957",11256.38
"Y00107",11238.69
"C88655",11213.5
"Y02686",11192.13
"Y03161",11173.29
"Y01120",11148.19
"G81689",11130.31
"Y01061",11129.4
"Y02808",11126.88
"Y01003",11118.77
"Y02647",11085.64
"Y01267",11052.38
"Y03259",11036.22
"G82662",10949.68
"Y02519",10923.06
"Y02198",10907.08
"Y00751",10901.54
"P81620",10887.04
"N81649",10886.69
"Y00601",10877.62
"C82097",10856.06
"Y00626",10827.49
"Y00419",10818.64
"Y01925",10787.21
"E87649",10773.02
"Y00023",10748.7
"Y01166",10731.19
"Y01871",10674.12
"C84151",10621.64
"Y00687",10581.81
"K83081",10579.62
"P81801",10572.28
"M87634",10546.06
"Y02658",10503.81
"Y00904",10493.3
"E85721",10474.53
"Y01787",10466.64
"Y02664",10432.75
"K82638",10404.78
"Y00065",10391.48
"E87069",10386.48
"E85724",10338.75
"M83732",10289.93
"Y00705",10257.73
"E87702",10220.31
"F81207",10208.67
"L81108",10207.34
"Y01923",10178.18
"E81639",10175.46
"M86621",10147.97
"Y02628",10129.18
"L81671",10111.14
"Y01984",10088.45
"E87750",10074.07
"Y01258",10072.36
"Y02127",10067.51
"Y00487",10061.93
"Y00741",10046.82
"Y02955",10012.02
"Y02148",9990.71
"Y00076",9917.94
"F83682",9875.59000000001
"Y00415",9863.97999999999
"N81654",9859.25000000001
"Y01985",9836.6
"Y00196",9829.69
"B82629",9827.1
"G81696",9780.67
"G82663",9761.67999999999
"E83651",9759.65000000001
"Y01067",9715.61
"Y00082",9682.67
"Y03402",9638.93
"F81639",9635.78
"Y03054",9600.4
"Y01663",9542.05
"B83700",9521.09
"P82657",9492.27
"F83602",9472.99
"Y02666",9470.19
"K84066",9395.85
"Y02887",9367.86
"Y03106",9364.84
"N85639",9349.27
"Y01173",9347.88999999999
"Y02607",9307.50000000001
"L83673",9261.52
"Y02674",9215.13
"D81620",9205.42
"N85645",9198.76
"Y02942",9185.01
"Y02064",9165.83
"Y00825",9164.77
"M85782",9127.14
"L83117",9117.3
"A82613",9095.7
"Y00620",9080.89
"Y02901",9016.67
"Y02988",9014.36
"Y00061",8932.33000000001
"Y01112",8922.76
"Y00195",8919.93999999999
"Y02256",8904.82
"Y01900",8866.98
"L81672",8863.76
"Y03432",8849.49
"Y03510",8781.01
"Y02612",8759.32
"Y03362",8748.39
"F85660",8708.21
"Y02638",8673.29
"A89625",8671.11
"Y02652",8642.16999999999
"Y02569",8610.16
"F86680",8603.53
"C84145",8597.40999999999
"Y01783",8557.96
"Y00525",8538.68
"Y01802",8530.41
"K84620",8522.74
"Y00502",8517.34999999999
"Y00060",8497.88
"Y00672",8496.93
"P82661",8488.84
"Y02591",8465.14
"K81647",8458.17
"Y00134",8456.7
"Y01751",8427.79
"Y01838",8392.98999999999
"Y02496",8371.01
"Y01083",8370.32
"N81655",8363.58
"Y01031",8304.58
"Y00824",8299.94000000001
"M85085",8297
"Y02231",8279.33
"Y01969",8279.09
"Y00327",8254.63
"F84660",8227.77
"F81734",8220.18
"Y02999",8194.05
"J84606",8181.11
"Y01952",8157.12
"Y02202",8143.58
"Y02012",8114.42
"Y00617",8076.51
"H84609",7996.35
"P84696",7989.86
"Y00954",7989.83
"Y03462",7988.2
"Y02758",7983.58
"B85657",7950.16
"F85665",7925.12
"Y03455",7877.34
"Y02986",7872.26
"B85659",7866.45
"B85658",7860.43
"H83633",7859.11
"Y00069",7851.81
"Y02071",7832.44
"Y00200",7765.11
"E83640",7750.94
"Y02603",7720.26
"Y03517",7693.17
"Y03191",7683.05
"F84737",7677.53
"E85091",7657.24
"Y03426",7624.47
"Y02056",7588.87
"Y00992",7577.54
"Y00949",7564.38
"Y03308",7463.82
"Y02880",7433.3
"Y00562",7428.29
"Y00643",7418.27
"Y00218",7404.77
"Y00056",7380.27
"Y00259",7377.36
"C84714",7348.08
"Y02947",7336.24
"Y02081",7163.36
"Y03330",7052.81
"Y02530",7031.09
"Y02163",7013.18
"Y00982",6998.55
"J82219",6930.89
"Y00661",6917.17
"F84632",6876.36
"B83693",6848.83
"H83634",6830.37
"Y02525",6820.08
"Y02587",6772.37
"E87717",6768.87
"Y02104",6744.3
"P84623",6738.42
"Y00996",6707
"Y00587",6704.52
"Y01209",6680.66
"B83690",6680.01
"Y03034",6642.83
"Y03047",6599.75
"Y02229",6581.05
"Y03441",6571.81
"Y00862",6533.94
"H85664",6454.45
"Y03331",6447.41
"Y02230",6446.17
"Y01117",6410.17
"Y02902",6409.62
"B83051",6398.23
"Y01086",6393.81
"E83664",6385.91
"Y01992",6338.23
"Y00258",6304.16
"Y01065",6287.12
"Y02330",6264.76
"F84671",6261.84
"Y01188",6257.18
"Y02102",6217.64
"Y02770",6157.63
"Y00203",6124.03
"Y03317",6095.02
"Y02592",6055.61
"Y02774",6021.14
"Y03036",5996.27
"Y02101",5987.52
"Y01123",5968.96
"Y02696",5964.43
"Y03316",5936.22
"N83640",5929.11
"L84620",5918.73
"Y01069",5896.08
"Y00434",5867.68
"F83049",5861.82
"M85684",5848.65
"Y02943",5764.36
"Y03134",5752.06
"Y03357",5738.57
"G83068",5732.22
"Y02609",5710.24
"Y01970",5704.06
"Y02403",5677.33
"Y00448",5668.31
"D82639",5664.65
"Y03403",5645.99
"Y01075",5641.11
"Y02565",5637.44
"Y00708",5631.27
"Y02460",5606.29
"Y02601",5605.57
"Y02077",5600.46
"A83643",5579.94
"Y03287",5579.87
"B82635",5489.25
"Y01232",5477.95
"Y02523",5453.01
"Y01815",5452.82
"A82620",5446.44
"Y01971",5426.1
"Y00707",5418.42
"H85650",5413.46
"Y00408",5411.32
"Y02018",5382.4
"M86639",5380.52
"N82667",5355.88
"Y00581",5299.7
"A81634",5264.48
"Y02514",5208.63
"Y02869",5207.66
"Y00764",5197.55
"Y03605",5106.95
"Y02364",5102.72
"Y00234",5096.48
"N83638",5086.78
"Y00809",5086.25
"Y00505",5080.61
"Y03511",5060.95
"D81632",5042.31
"Y01807",5019.78
"Y03504",5002.36
"Y03363",4989.09
"Y03502",4980.77
"Y02480",4980.4
"Y00627",4948.17
"Y02973",4914.8
"P84688",4911.08
"Y01841",4908.14
"Y02428",4898.57
"Y01129",4853.64
"Y00754",4851.02
"Y00030",4849.21
"Y01072",4848.85
"Y01752",4828.64
"G82651",4776.19
"H83638",4772.93
"M92657",4768.77
"Y03325",4719.08
"E87772",4706.65
"Y03518",4698.87
"Y02082",4692.82
"M85818",4683.73
"Y00344",4668.04
"Y02241",4665.96
"Y01026",4663.21
"L83679",4661.24
"Y02711",4640.9
"Y03360",4637.36
"Y00152",4618.56
"Y02837",4615.37
"N83641",4608.23
"Y03420",4598.27
"Y01882",4567.8
"G85719",4548.46
"Y02070",4467.19
"Y00209",4467.06
"Y01718",4456.2
"Y02846",4438.78
"P84646",4436.27
"Y00534",4410.25
"M85805",4402.27
"Y03488",4395.41
"Y01866",4375.39
"Y00016",4358.92
"D82641",4355.66
"Y01959",4324.13
"Y00779",4296.02
"L81673",4276.57
"Y02186",4274.3
"Y00922",4271.94
"Y02323",4270.14
"Y01746",4265.88
"Y00760",4249.31
"Y02766",4249.23
"Y02185",4242.87
"Y02298",4236.05
"Y00973",4212.08
"Y03548",4205.88
"Y02197",4192.62
"Y00483",4188.79
"Y00624",4178.76
"Y00550",4178.4
"Y02245",4178.07
"Y00384",4166.82
"Y02139",4123.88
"Y02883",4123.7
"Y01700",4115.79
"Y01931",4087.04
"Y01865",4084.81
"Y02029",4057.82
"Y00701",4036.39
"Y00054",4022.4
"Y02497",4019.75
"Y00747",4017.2
"Y03131",3976.62
"Y00330",3945.78
"Y03017",3936.94
"Y03077",3930.32
"E85687",3913.4
"Y00868",3897.41
"A83642",3888.39
"Y03340",3858.01
"Y00538",3857.5
"Y02128",3837.95
"Y01016",3823.2
"Y01013",3817.92
"Y01620",3802.66
"B83662",3797.77
"Y03211",3743.44
"Y02004",3742.43
"Y01242",3741.54
"Y02759",3739.52
"Y00108",3737.15
"Y03571",3722.25
"Y00776",3713.27
"Y00771",3706.97
"Y02314",3696.09
"Y02954",3687.71
"Y00647",3667.69
"Y01898",3663.47
"Y02426",3660.87
"Y00656",3645.07
"Y03513",3641.98
"Y01208",3591.73
"Y02247",3590.88
"Y02937",3581.74
"Y01701",3564.6
"G81670",3562.27
"Y00374",3561.61
"Y00274",3556.28
"Y01717",3553.68
"Y03081",3551.71
"Y00599",3542.91
"F84700",3528.85
"Y00208",3522.59
"Y02440",3516.81
"Y03291",3502.14
"Y02470",3484.32
"Y01243",3459.72
"Y00301",3432.78
"P87664",3417.38
"Y03283",3417.28
"E82620",3354.62
"Y01138",3343.63
"Y03324",3288.95
"C83642",3266.96
"Y02665",3261.62
"Y00753",3247.86
"Y03447",3246.36
"Y02538",3230.17
"Y03392",3226.16
"M85073",3215.15
"Y01176",3214.56
"Y01298",3197.51
"Y03385",3193.59
"Y00650",3191.11
"Y03127",3174.87
"Y00048",3171.82
"Y00504",3165.53
"Y01076",3120.05
"Y02599",3115.2
"Y00172",3094.55
"Y01662",3076.65
"Y03267",3023.02
"Y03405",3021.02
"Y03266",3018.81
"Y02404",3005.7
"H82635",2995.36
"K83624",2971.74
"Y03567",2963.74
"A81633",2949
"Y03056",2946.08
"Y02286",2926.34
"Y00277",2904.82
"Y03060",2900.88
"Y00135",2900.46
"Y03398",2886.21
"A83645",2886.06
"Y00036",2883.37
"M85726",2856.52
"Y01057",2855.54
"P84697",2855.21
"Y00273",2836.89
"Y00373",2834.78
"Y03489",2796.25
"Y02492",2780.62
"H83639",2775.46
"Y00860",2772.14
"Y02250",2768.06
"Y00226",2761.31
"Y03132",2738.94
"Y00782",2738.36
"Y03421",2659.09
"Y03614",2647.08
"Y03519",2645.34
"F84659",2644.92
"Y03457",2610.49
"Y00533",2605.02
"Y00191",2581.51
"Y02439",2578.73
"Y03573",2577.36
"Y00605",2573.07
"Y03025",2568.83
"Y00694",2564.51
"Y00039",2555.79
"F84744",2545.24
"Y02305",2536.39
"Y00697",2534.9
"Y01156",2532.19
"Y00864",2518.65
"Y02648",2506.08
"N82673",2501.05
"N85638",2500.78
"Y00806",2495.81
"Y02278",2495.42
"M85665",2495.22
"Y02522",2490.37
"Y00983",2489.58
"Y00717",2488.1
"Y03572",2487.58
"Y01104",2482.62
